id,ambient_humidity,baking_duration,cooling_period,cream_fat_content,egg_temperature,egg_yolk_count,final_temperature,lemon_zest_ph,origin,oven_temperature,preheating_time,salt_ratio,sugar_content,vanilla_extract,quality_class_binary
2245,46.0,26.0,34.0,97.9,50.0,12,333.0,3.1,Lisboa,351.0,228.0,23.99,44.2,6.5,1
2246,64.0,29.0,29.0,98.7,77.0,12,254.0,3.1,Lisboa,253.0,212.0,32.1,134.2,3.6,1
2247,57.0,16.0,46.0,99.1,113.0,11,240.0,3.0,Lisboa,246.0,209.0,43.1,41.9,5.3,1
2248,67.0,25.0,36.0,98.3,22.0,12,85.0,3.3,Porto,73.0,246.0,61.16,17.4,7.5,1
2249,59.0,22.0,44.0,97.3,34.0,10,147.0,3.1,Lisboa,163.0,236.0,47.85,74.4,8.5,1
2250,70.0,42.0,1.0,95.6,44.0,12,96.0,3.3,Porto,108.0,239.0,73.18,24.7,7.3,1
2251,57.0,24.0,20.0,95.9,52.0,11,195.0,3.2,Lisboa,211.0,177.0,45.2,15.3,5.7,1
2252,48.0,30.0,46.0,97.5,30.0,12,87.0,3.3,Porto,81.0,292.0,73.37,45.5,7.8,1
2253,48.0,27.0,28.0,97.3,26.0,12,110.0,3.2,Porto,117.0,199.0,64.72,28.5,5.5,1
2254,76.0,27.0,21.0,97.9,104.0,10,282.0,3.1,Lisboa,297.0,215.0,59.85,61.0,4.1,0
2255,66.0,28.0,10.0,100.3,47.0,10,182.0,3.2,Lisboa,175.0,193.0,48.34,10.8,3.8,0
2256,54.0,23.0,57.0,96.9,143.0,10,321.0,3.2,Lisboa,311.0,175.0,57.16,109.3,6.1,1
2257,64.0,23.0,29.0,96.8,78.0,12,234.0,3.3,Lisboa,245.0,191.0,29.76,134.7,4.8,1
2258,68.0,21.0,28.0,96.0,146.0,9,257.0,3.0,Lisboa,265.0,231.0,56.12,117.2,3.0,1
2259,71.0,23.0,30.0,95.2,89.0,10,290.0,3.0,Lisboa,278.0,249.0,50.53,77.4,5.6,1
2260,67.0,22.0,33.0,94.6,60.0,10,253.0,3.3,Lisboa,252.0,193.0,44.27,136.2,5.7,1
2261,59.0,33.0,27.0,101.6,50.0,13,202.0,3.2,Lisboa,206.0,167.0,32.03,66.6,2.7,1
2262,54.0,18.0,29.0,97.3,74.0,9,300.0,2.9,Lisboa,303.0,225.0,52.41,138.4,4.4,1
2263,46.0,25.0,41.0,98.9,115.0,12,262.0,3.1,Lisboa,280.0,248.0,42.06,127.6,3.4,1
2264,48.0,30.0,17.0,96.3,130.0,10,330.0,3.1,Lisboa,331.0,199.0,34.48,128.1,4.4,0
2265,77.0,18.0,30.0,100.5,46.0,9,289.0,2.9,Lisboa,282.0,208.0,36.07,124.9,3.5,1
2266,54.0,20.0,40.0,95.5,80.0,12,251.0,3.1,Lisboa,238.0,254.0,38.33,14.8,4.9,1
2267,54.0,28.0,52.0,95.6,88.0,11,213.0,3.3,Porto,212.0,228.0,89.54,25.2,7.1,0
2268,77.0,21.0,26.0,101.8,101.0,10,205.0,3.3,Lisboa,197.0,219.0,58.16,15.9,4.4,1
2269,46.0,32.0,30.0,99.7,40.0,13,170.0,3.3,Lisboa,176.0,195.0,34.68,27.8,5.1,1
2270,46.0,18.0,24.0,97.5,36.0,10,153.0,3.1,Lisboa,152.0,191.0,49.04,77.8,4.1,1
2271,45.0,24.0,25.0,99.0,85.0,10,312.0,3.4,Lisboa,329.0,207.0,39.73,111.3,5.7,1
2272,48.0,24.0,26.0,95.7,78.0,11,235.0,3.4,Lisboa,236.0,193.0,50.49,16.3,5.7,1
2273,55.0,21.0,36.0,97.1,116.0,11,166.0,3.5,Porto,167.0,253.0,64.82,19.1,9.1,1
2274,41.0,21.0,40.0,101.1,70.0,11,220.0,3.2,Lisboa,219.0,204.0,30.26,80.1,5.5,1
2275,67.0,18.0,24.0,100.2,129.0,10,265.0,3.1,Lisboa,257.0,192.0,,,3.8,1
2276,44.0,22.0,32.0,100.6,84.0,10,232.0,3.2,Lisboa,239.0,205.0,38.33,67.4,3.8,0
2277,63.0,18.0,35.0,102.1,68.0,12,194.0,2.9,Lisboa,176.0,203.0,38.98,17.8,5.7,1
2278,53.0,18.0,25.0,98.3,60.0,9,251.0,2.9,Lisboa,253.0,224.0,49.94,162.3,4.2,1
2279,51.0,25.0,42.0,98.1,22.0,13,139.0,3.1,Lisboa,134.0,203.0,15.48,14.1,4.0,0
2280,52.0,26.0,27.0,96.8,60.0,12,248.0,3.2,Lisboa,238.0,212.0,28.95,15.8,3.3,1
2281,48.0,24.0,25.0,94.5,65.0,11,178.0,2.9,Lisboa,178.0,203.0,39.9,13.4,4.8,1
2282,65.0,29.0,40.0,102.1,64.0,8,185.0,3.2,,188.0,310.0,172.46,16.6,6.7,0
2283,50.0,60.0,64.0,97.8,40.0,11,180.0,3.7,Porto,182.0,178.0,37.17,20.4,5.8,1
2284,79.0,29.0,10.0,96.4,88.0,10,245.0,3.3,Lisboa,243.0,182.0,58.39,15.7,4.8,0
2285,76.0,26.0,20.0,99.7,40.0,9,173.0,3.1,Lisboa,153.0,202.0,43.08,22.5,3.9,1
2286,59.0,22.0,39.0,101.6,85.0,9,299.0,3.2,Lisboa,284.0,170.0,52.17,14.9,5.0,1
2287,53.0,25.0,33.0,96.8,74.0,9,350.0,3.0,Lisboa,347.0,222.0,66.27,144.3,4.4,0
2288,50.0,24.0,50.0,96.6,79.0,10,249.0,3.0,Lisboa,250.0,182.0,51.73,14.7,6.1,1
2289,76.0,44.0,0.0,97.5,26.0,9,87.0,3.2,Porto,79.0,230.0,90.63,24.2,7.2,0
2290,78.0,20.0,35.0,99.3,73.0,9,236.0,3.3,Lisboa,251.0,189.0,48.31,177.3,4.8,0
2291,52.0,22.0,37.0,97.6,126.0,10,325.0,3.3,Lisboa,331.0,192.0,42.19,73.3,5.2,1
2292,43.0,20.0,33.0,95.3,87.0,11,238.0,3.2,Lisboa,227.0,171.0,37.1,9.4,4.5,1
2293,71.0,20.0,25.0,100.0,85.0,12,141.0,3.1,Lisboa,148.0,179.0,33.82,11.3,3.6,1
2294,61.0,21.0,52.0,96.9,28.0,10,97.0,3.4,Porto,84.0,251.0,94.33,19.3,6.6,0
2295,51.0,20.0,33.0,96.2,68.0,10,376.0,3.3,Lisboa,370.0,206.0,48.33,81.1,5.6,1
2296,45.0,31.0,37.0,100.8,68.0,9,271.0,3.2,Lisboa,273.0,200.0,50.7,90.6,5.0,0
2297,53.0,20.0,41.0,100.4,87.0,11,201.0,3.2,Lisboa,211.0,238.0,38.62,12.0,5.8,1
2298,48.0,52.0,10.0,98.0,50.0,9,133.0,3.3,Porto,133.0,212.0,72.3,17.6,5.5,0
2299,77.0,24.0,31.0,98.5,60.0,11,304.0,3.2,,294.0,189.0,52.29,90.7,5.6,1
2300,75.0,36.0,47.0,98.0,22.0,9,79.0,3.3,Porto,88.0,269.0,172.92,18.6,5.8,1
2301,46.0,23.0,35.0,100.0,84.0,11,213.0,3.0,Lisboa,220.0,187.0,40.49,11.3,3.9,1
2302,44.0,28.0,32.0,98.2,28.0,12,90.0,3.4,Porto,90.0,211.0,69.68,23.9,6.1,1
2303,65.0,26.0,53.0,94.2,132.0,9,293.0,3.0,Lisboa,273.0,224.0,40.95,132.1,4.6,1
2304,75.0,26.0,30.0,94.1,60.0,13,270.0,3.4,Lisboa,281.0,173.0,51.01,27.4,7.7,1
2305,51.0,32.0,48.0,98.6,20.0,11,53.0,3.2,Porto,69.0,320.0,108.41,44.9,8.6,0
2306,62.0,21.0,24.0,97.5,88.0,9,204.0,3.2,Lisboa,211.0,167.0,44.65,165.8,4.9,1
2307,67.0,23.0,23.0,95.7,105.0,10,239.0,3.0,Lisboa,231.0,210.0,45.03,126.0,5.4,1
2308,63.0,20.0,42.0,96.0,93.0,11,303.0,3.2,,298.0,246.0,54.18,49.7,3.8,1
2309,55.0,19.0,21.0,94.6,79.0,9,194.0,3.3,Lisboa,204.0,210.0,54.93,52.3,4.3,0
2310,57.0,19.0,32.0,101.1,84.0,11,220.0,3.2,Lisboa,211.0,,48.62,73.5,4.3,1
2311,70.0,24.0,14.0,99.0,69.0,10,263.0,3.3,Lisboa,263.0,169.0,32.61,84.0,4.4,1
2312,71.0,24.0,52.0,98.7,116.0,10,358.0,3.1,Lisboa,356.0,191.0,44.49,79.4,5.0,0
2313,74.0,19.0,36.0,97.5,107.0,10,228.0,3.0,Lisboa,226.0,206.0,37.16,135.8,6.5,1
2314,59.0,20.0,36.0,98.5,24.0,12,211.0,3.1,Lisboa,208.0,229.0,39.91,11.8,4.7,0
2315,74.0,19.0,48.0,102.0,44.0,12,189.0,3.2,Lisboa,184.0,190.0,48.12,45.9,3.8,1
2316,55.0,36.0,25.0,95.4,39.0,10,192.0,3.3,Porto,207.0,228.0,72.2,19.4,5.6,1
2317,66.0,23.0,34.0,97.2,74.0,12,228.0,3.0,,226.0,217.0,29.05,15.9,3.6,1
2318,73.0,26.0,13.0,96.6,102.0,11,287.0,3.3,Lisboa,286.0,172.0,39.1,13.0,3.7,0
2319,67.0,18.0,30.0,97.2,72.0,12,165.0,3.3,Lisboa,152.0,156.0,26.78,12.2,4.3,1
2320,79.0,24.0,46.0,99.8,22.0,13,77.0,3.3,Porto,67.0,245.0,89.27,20.7,6.4,1
2321,66.0,28.0,37.0,96.7,146.0,11,292.0,3.1,Lisboa,292.0,202.0,47.05,25.5,5.7,1
2322,74.0,29.0,59.0,102.0,70.0,11,147.0,3.1,Porto,160.0,384.0,86.74,26.3,7.4,0
2323,49.0,27.0,32.0,96.7,87.0,12,217.0,3.4,Lisboa,224.0,214.0,32.42,62.3,6.2,1
2324,41.0,21.0,36.0,97.1,80.0,11,225.0,3.0,Lisboa,243.0,178.0,42.62,88.1,2.9,1
2325,64.0,26.0,17.0,96.7,20.0,11,183.0,3.3,Lisboa,177.0,181.0,36.64,30.5,4.0,0
2326,61.0,24.0,22.0,100.4,112.0,11,285.0,3.2,Lisboa,275.0,191.0,38.64,125.8,4.4,1
2327,51.0,20.0,24.0,100.1,60.0,10,261.0,3.3,Lisboa,275.0,195.0,41.19,91.7,4.4,0
2328,67.0,28.0,35.0,98.0,97.0,13,244.0,3.3,Lisboa,241.0,208.0,28.29,89.7,3.5,1
2329,79.0,24.0,19.0,98.2,106.0,9,315.0,3.2,Lisboa,328.0,205.0,38.73,74.9,5.0,0
2330,67.0,22.0,27.0,97.2,88.0,9,252.0,3.0,Lisboa,228.0,202.0,47.3,144.1,5.0,1
2331,78.0,19.0,39.0,95.1,68.0,11,222.0,3.2,Lisboa,215.0,202.0,24.39,57.5,4.9,1
2332,47.0,24.0,37.0,96.7,46.0,13,160.0,3.3,Lisboa,175.0,181.0,21.58,17.0,9.2,1
2333,61.0,24.0,18.0,98.6,58.0,12,207.0,3.4,Lisboa,213.0,185.0,19.85,16.7,4.7,1
2334,75.0,37.0,6.0,103.2,63.0,11,138.0,3.3,Porto,139.0,244.0,89.17,40.8,7.0,1
2335,68.0,21.0,34.0,97.0,119.0,10,317.0,3.6,Lisboa,317.0,215.0,53.81,119.6,4.5,1
2336,70.0,31.0,18.0,98.5,55.0,13,225.0,3.3,Lisboa,213.0,186.0,26.99,35.4,5.5,1
2337,50.0,17.0,32.0,97.2,59.0,10,166.0,3.6,Lisboa,193.0,193.0,44.42,11.2,5.3,1
2338,55.0,30.0,38.0,98.2,81.0,9,273.0,3.2,Lisboa,271.0,208.0,55.01,86.9,4.9,0
2339,74.0,59.0,10.0,101.1,31.0,10,76.0,3.3,Porto,82.0,226.0,115.23,21.2,4.9,0
2340,60.0,21.0,37.0,100.6,72.0,10,231.0,3.2,Lisboa,235.0,245.0,52.5,150.7,5.0,0
2341,65.0,34.0,32.0,97.6,53.0,13,241.0,3.1,Lisboa,234.0,205.0,21.18,14.4,5.3,1
2342,74.0,29.0,37.0,98.5,112.0,9,381.0,3.2,Lisboa,385.0,201.0,58.43,120.7,5.0,1
2343,58.0,23.0,26.0,94.7,116.0,10,265.0,3.2,Lisboa,274.0,216.0,59.01,15.9,5.0,1
2344,62.0,21.0,43.0,96.5,52.0,10,254.0,3.0,Lisboa,234.0,280.0,38.31,13.2,6.7,0
2345,61.0,23.0,22.0,99.6,107.0,11,238.0,3.2,Lisboa,240.0,193.0,23.56,29.7,3.9,1
2346,63.0,21.0,32.0,98.2,138.0,10,325.0,3.1,Lisboa,309.0,200.0,41.08,97.1,4.8,1
2347,43.0,28.0,22.0,96.3,99.0,11,260.0,3.2,Lisboa,263.0,191.0,38.02,51.3,3.9,1
2348,73.0,45.0,10.0,97.6,36.0,12,96.0,3.6,Porto,90.0,177.0,53.6,25.6,4.9,0
2349,67.0,24.0,53.0,95.4,134.0,9,301.0,3.1,Lisboa,292.0,232.0,48.03,125.9,4.5,1
2350,71.0,37.0,2.0,98.3,36.0,11,93.0,3.4,Porto,96.0,229.0,85.55,17.1,5.5,1
2351,48.0,32.0,25.0,99.7,69.0,10,135.0,3.4,Porto,145.0,231.0,73.07,26.1,5.9,1
2352,63.0,29.0,30.0,97.8,115.0,10,344.0,2.9,Lisboa,339.0,203.0,46.87,135.3,5.9,1
2353,78.0,30.0,43.0,97.9,66.0,13,111.0,3.2,Porto,120.0,275.0,66.27,24.0,5.9,1
2354,60.0,23.0,50.0,94.3,74.0,11,215.0,3.2,Lisboa,213.0,221.0,30.33,50.6,5.6,1
2355,51.0,19.0,33.0,103.1,57.0,9,172.0,3.4,Lisboa,185.0,192.0,50.43,95.5,4.9,1
2356,77.0,17.0,30.0,96.1,42.0,11,204.0,3.3,Lisboa,196.0,164.0,30.54,142.0,3.7,1
2357,46.0,18.0,30.0,95.0,40.0,12,200.0,3.1,Lisboa,204.0,217.0,35.59,15.8,4.9,1
2358,56.0,48.0,42.0,98.6,26.0,10,184.0,3.2,Porto,180.0,234.0,91.8,19.0,5.9,0
2359,55.0,23.0,19.0,98.5,53.0,10,326.0,3.5,Lisboa,337.0,195.0,80.09,19.7,6.2,0
2360,71.0,29.0,34.0,98.8,74.0,11,150.0,3.3,Porto,168.0,266.0,80.7,22.6,7.3,1
2361,62.0,22.0,41.0,99.1,22.0,11,101.0,3.2,Porto,84.0,307.0,78.77,17.9,10.3,1
2362,77.0,17.0,24.0,96.7,30.0,10,164.0,3.5,,155.0,182.0,38.71,33.5,6.1,1
2363,76.0,22.0,32.0,101.0,78.0,10,258.0,3.2,Lisboa,246.0,210.0,31.09,47.4,3.7,1
2364,70.0,20.0,52.0,97.2,22.0,11,116.0,3.1,Lisboa,126.0,235.0,51.68,13.4,2.8,0
2365,47.0,33.0,0.0,98.1,64.0,12,101.0,3.4,Porto,100.0,188.0,55.35,14.2,4.7,1
2366,43.0,29.0,25.0,99.1,49.0,13,186.0,3.1,Lisboa,180.0,187.0,32.46,59.6,2.6,1
2367,72.0,25.0,60.0,97.8,126.0,9,313.0,3.0,Lisboa,315.0,223.0,40.69,114.0,4.5,0
2368,48.0,30.0,49.0,92.3,20.0,12,73.0,3.3,Porto,75.0,286.0,77.97,20.7,7.5,1
2369,54.0,18.0,31.0,99.5,52.0,10,204.0,3.1,Lisboa,225.0,180.0,44.78,17.8,3.9,0
2370,63.0,21.0,70.0,101.1,40.0,11,256.0,3.0,Lisboa,239.0,267.0,41.67,30.5,5.3,1
2371,69.0,23.0,39.0,97.6,157.0,9,397.0,3.2,Lisboa,386.0,199.0,39.14,99.5,4.9,0
2372,55.0,24.0,38.0,100.7,46.0,11,255.0,3.4,Lisboa,260.0,197.0,53.62,20.0,5.4,1
2373,58.0,21.0,32.0,101.1,60.0,10,250.0,3.3,Lisboa,238.0,211.0,50.42,41.0,5.3,1
2374,76.0,19.0,29.0,99.4,96.0,,316.0,3.0,Lisboa,315.0,,45.08,101.4,5.5,1
2375,76.0,25.0,36.0,96.2,,12,231.0,3.2,Lisboa,240.0,213.0,39.68,15.1,6.5,1
2376,63.0,25.0,53.0,95.8,84.0,12,200.0,3.3,Lisboa,204.0,176.0,28.84,61.8,5.0,1
2377,74.0,21.0,45.0,100.1,111.0,9,404.0,3.0,Lisboa,396.0,250.0,50.9,201.8,5.7,0
2378,41.0,24.0,25.0,100.1,73.0,12,257.0,3.4,Lisboa,257.0,177.0,38.66,12.7,4.4,1
2379,61.0,23.0,42.0,95.8,95.0,10,229.0,3.3,Lisboa,239.0,156.0,76.94,11.9,4.5,1
2380,60.0,27.0,68.0,98.0,35.0,10,316.0,3.0,Lisboa,304.0,204.0,58.28,13.1,4.9,0
2381,49.0,21.0,38.0,96.3,53.0,11,266.0,3.1,Lisboa,257.0,235.0,,19.9,5.4,0
2382,63.0,26.0,28.0,97.6,47.0,13,205.0,3.0,,215.0,182.0,25.27,13.0,6.5,1
2383,46.0,18.0,29.0,101.2,30.0,10,147.0,3.4,Lisboa,146.0,226.0,27.56,13.3,4.0,0
2384,64.0,23.0,26.0,92.7,34.0,11,156.0,3.3,Lisboa,168.0,167.0,30.63,56.1,3.9,0
2385,77.0,20.0,45.0,100.7,53.0,10,188.0,3.2,Lisboa,197.0,211.0,,13.7,4.6,1
2386,65.0,26.0,32.0,94.3,82.0,10,258.0,2.9,Porto,240.0,214.0,51.62,22.1,15.7,0
2387,68.0,26.0,42.0,99.1,120.0,9,349.0,3.2,Lisboa,345.0,179.0,39.96,78.9,4.9,0
2388,64.0,25.0,44.0,100.3,166.0,9,387.0,2.9,Lisboa,384.0,287.0,39.43,14.6,4.5,1
2389,42.0,28.0,37.0,97.3,28.0,10,269.0,3.2,Lisboa,274.0,191.0,32.41,55.4,5.0,0
2390,75.0,20.0,28.0,96.0,46.0,10,163.0,3.0,Lisboa,157.0,261.0,17.68,11.0,3.5,0
2391,57.0,23.0,33.0,100.6,148.0,10,302.0,3.1,Lisboa,294.0,192.0,49.54,32.6,7.0,1
2392,47.0,23.0,47.0,103.7,200.0,12,298.0,2.9,Lisboa,294.0,230.0,41.24,40.4,5.9,1
2393,65.0,29.0,14.0,101.5,22.0,9,81.0,3.4,Porto,76.0,185.0,70.89,18.4,5.6,0
2394,69.0,20.0,21.0,99.3,115.0,11,311.0,3.2,Lisboa,312.0,182.0,31.17,73.2,5.4,1
2395,43.0,21.0,36.0,99.1,74.0,9,270.0,3.2,Lisboa,254.0,205.0,47.11,178.4,4.6,0
2396,54.0,18.0,31.0,97.7,108.0,9,369.0,3.0,Lisboa,347.0,241.0,46.78,11.8,3.7,0
2397,79.0,20.0,29.0,98.0,87.0,10,253.0,3.4,Lisboa,235.0,168.0,47.37,25.3,4.8,1
2398,65.0,40.0,69.0,100.8,22.0,14,81.0,3.2,Porto,79.0,346.0,84.69,51.8,7.4,1
2399,43.0,42.0,6.0,100.6,22.0,12,61.0,3.5,Porto,76.0,188.0,50.47,15.3,5.4,0
2400,78.0,24.0,36.0,99.2,80.0,12,126.0,3.2,Porto,129.0,250.0,48.54,22.4,10.4,1
2401,69.0,22.0,30.0,95.4,128.0,9,334.0,3.1,Lisboa,330.0,233.0,36.27,106.2,5.6,1
2402,65.0,22.0,63.0,97.7,120.0,9,311.0,3.0,Lisboa,302.0,217.0,32.67,127.9,5.2,0
2403,77.0,19.0,28.0,99.4,102.0,11,295.0,3.4,Lisboa,279.0,192.0,31.82,43.1,5.0,1
2404,48.0,26.0,26.0,95.2,87.0,14,201.0,3.1,Lisboa,205.0,188.0,37.08,17.9,4.2,1
2405,60.0,22.0,40.0,99.1,124.0,9,318.0,3.3,Lisboa,322.0,210.0,40.91,143.1,7.3,1
2406,57.0,28.0,30.0,99.0,35.0,13,141.0,3.0,Lisboa,146.0,244.0,33.03,127.3,4.4,1
2407,65.0,23.0,32.0,98.1,35.0,12,233.0,3.2,Lisboa,,210.0,29.88,19.3,4.8,0
2408,45.0,36.0,46.0,94.9,22.0,12,57.0,3.2,Porto,69.0,323.0,78.58,19.9,7.3,1
2409,65.0,20.0,31.0,98.5,54.0,12,164.0,3.3,Lisboa,159.0,189.0,30.36,10.2,5.2,1
2410,70.0,22.0,33.0,96.7,32.0,13,163.0,3.1,Lisboa,165.0,209.0,25.64,114.6,5.7,1
2411,47.0,24.0,52.0,98.2,80.0,10,360.0,3.2,Lisboa,350.0,185.0,51.97,76.0,5.5,0
2412,70.0,19.0,39.0,100.2,110.0,10,227.0,3.1,Lisboa,213.0,226.0,54.45,72.7,5.1,1
2413,60.0,19.0,35.0,94.6,69.0,11,215.0,3.0,Lisboa,212.0,216.0,29.62,26.6,5.2,1
2414,70.0,35.0,39.0,98.0,22.0,10,102.0,3.0,Porto,92.0,348.0,94.73,13.9,6.3,1
2415,70.0,23.0,32.0,99.1,102.0,11,278.0,3.3,Lisboa,294.0,189.0,50.18,63.9,6.1,1
2416,48.0,25.0,28.0,100.1,56.0,9,248.0,3.1,Lisboa,253.0,228.0,51.92,167.0,3.7,1
2417,70.0,25.0,51.0,100.8,132.0,9,303.0,3.1,Lisboa,312.0,191.0,50.82,55.9,4.3,1
2418,52.0,26.0,39.0,98.4,146.0,10,296.0,3.1,Lisboa,305.0,203.0,46.28,78.7,4.9,1
2419,46.0,40.0,2.0,98.9,58.0,9,179.0,3.5,Porto,190.0,207.0,81.34,23.0,5.2,1
2420,49.0,18.0,37.0,99.3,56.0,9,190.0,3.1,Lisboa,197.0,223.0,53.59,43.4,4.6,1
2421,54.0,25.0,26.0,96.8,101.0,13,203.0,3.4,Lisboa,205.0,181.0,13.47,17.6,5.6,1
2422,48.0,23.0,21.0,96.4,106.0,11,243.0,3.3,Lisboa,239.0,184.0,25.69,29.0,3.8,1
2423,65.0,22.0,59.0,99.3,52.0,9,236.0,3.0,Lisboa,235.0,192.0,64.46,10.3,4.0,0
2424,50.0,21.0,33.0,100.9,84.0,10,257.0,3.2,Lisboa,254.0,201.0,32.31,45.7,3.9,0
2425,55.0,32.0,24.0,99.3,47.0,11,110.0,3.3,Porto,101.0,200.0,78.05,17.4,5.9,1
2426,69.0,53.0,22.0,98.5,42.0,9,162.0,3.6,Porto,148.0,207.0,76.19,41.8,7.0,1
2427,59.0,30.0,69.0,100.1,68.0,10,374.0,3.1,Lisboa,353.0,250.0,40.18,132.8,6.6,0
2428,48.0,37.0,38.0,102.1,119.0,9,183.0,3.2,Porto,195.0,305.0,214.92,148.0,7.7,1
2429,68.0,19.0,29.0,96.4,113.0,10,399.0,3.2,Lisboa,409.0,209.0,44.47,86.5,5.1,1
2430,66.0,25.0,50.0,96.1,100.0,12,347.0,3.1,Lisboa,351.0,222.0,30.9,97.3,3.6,1
2431,40.0,32.0,46.0,96.0,45.0,10,209.0,3.3,Porto,217.0,274.0,85.19,28.6,6.0,0
2432,53.0,32.0,26.0,98.1,123.0,13,239.0,3.2,Lisboa,241.0,179.0,53.5,31.9,4.0,1
2433,52.0,24.0,25.0,95.0,16.0,14,83.0,3.4,Porto,65.0,170.0,63.99,17.1,5.4,1
2434,47.0,21.0,36.0,99.4,149.0,10,318.0,3.2,Lisboa,323.0,209.0,46.21,155.7,7.8,0
2435,73.0,27.0,43.0,97.5,18.0,11,169.0,3.3,Lisboa,149.0,212.0,51.06,16.0,4.8,0
2436,44.0,24.0,49.0,101.9,74.0,10,265.0,3.1,Lisboa,269.0,243.0,38.81,9.9,4.3,1
2437,76.0,23.0,53.0,98.3,22.0,12,78.0,3.2,Porto,77.0,292.0,73.16,24.0,11.1,1
2438,77.0,25.0,45.0,96.3,67.0,13,267.0,3.1,Lisboa,252.0,215.0,69.17,14.9,5.5,1
2439,46.0,19.0,47.0,100.8,122.0,8,323.0,3.0,Lisboa,326.0,189.0,55.47,176.5,6.3,1
2440,72.0,22.0,24.0,97.9,110.0,10,292.0,3.4,Lisboa,284.0,198.0,59.63,133.7,4.5,1
2441,43.0,35.0,49.0,98.7,87.0,9,198.0,3.1,Porto,210.0,276.0,91.01,25.5,5.8,0
2442,76.0,21.0,25.0,101.6,98.0,9,270.0,3.3,Lisboa,259.0,192.0,,166.7,3.6,0
2443,67.0,25.0,26.0,97.0,44.0,11,255.0,3.2,Lisboa,261.0,185.0,60.58,14.7,3.6,0
2444,42.0,32.0,23.0,101.1,43.0,10,108.0,3.1,Porto,93.0,233.0,94.41,21.9,4.9,1
2445,71.0,20.0,30.0,99.6,74.0,10,367.0,3.3,Lisboa,370.0,216.0,52.25,71.9,5.9,1
2446,62.0,28.0,25.0,96.8,83.0,12,226.0,3.4,Lisboa,230.0,150.0,33.49,67.4,4.1,1
2447,75.0,28.0,53.0,91.9,20.0,10,186.0,3.2,Lisboa,154.0,188.0,139.66,14.1,5.1,0
2448,41.0,19.0,18.0,95.7,62.0,10,181.0,3.0,,174.0,201.0,50.68,51.3,3.6,1
2449,63.0,27.0,46.0,97.5,55.0,10,309.0,3.3,Lisboa,329.0,188.0,59.94,102.8,5.4,1
2450,59.0,23.0,30.0,101.9,118.0,11,317.0,3.3,Lisboa,306.0,183.0,41.01,50.2,5.1,1
2451,52.0,37.0,21.0,96.7,24.0,10,103.0,3.3,Porto,93.0,222.0,69.86,22.1,5.6,0
2452,74.0,24.0,31.0,100.7,38.0,10,211.0,3.1,Lisboa,219.0,220.0,22.14,89.9,6.0,0
2453,67.0,26.0,25.0,99.0,104.0,9,323.0,3.1,Lisboa,315.0,227.0,56.1,71.5,4.6,0
2454,63.0,25.0,31.0,100.0,130.0,10,301.0,3.0,Lisboa,301.0,209.0,42.26,128.1,5.4,0
2455,70.0,20.0,21.0,99.4,80.0,10,250.0,3.3,Lisboa,248.0,223.0,47.09,16.4,4.5,1
2456,60.0,19.0,34.0,94.9,59.0,10,331.0,3.2,Lisboa,317.0,246.0,62.25,30.2,5.2,1
2457,58.0,19.0,58.0,97.0,68.0,12,250.0,3.5,Lisboa,246.0,167.0,33.47,12.5,6.0,1
2458,46.0,36.0,20.0,95.7,44.0,10,208.0,,Porto,214.0,237.0,79.78,19.3,5.4,0
2459,50.0,27.0,39.0,97.8,49.0,12,176.0,3.2,Lisboa,171.0,198.0,28.85,99.2,4.4,1
2460,43.0,24.0,27.0,100.5,72.0,13,242.0,3.2,Lisboa,249.0,181.0,36.56,151.3,4.5,1
2461,59.0,39.0,6.0,98.8,48.0,10,136.0,3.4,Porto,112.0,231.0,81.74,20.1,6.0,1
2462,57.0,31.0,27.0,98.5,68.0,9,314.0,3.2,Lisboa,325.0,209.0,58.01,96.4,4.2,0
2463,64.0,24.0,42.0,99.6,129.0,9,326.0,3.2,Lisboa,343.0,212.0,45.96,68.7,4.7,0
2464,51.0,23.0,40.0,93.8,115.0,12,307.0,3.3,Lisboa,296.0,217.0,34.93,17.9,3.7,1
2465,49.0,21.0,32.0,97.9,107.0,13,270.0,3.2,Lisboa,277.0,211.0,31.45,27.3,3.7,1
2466,67.0,18.0,35.0,97.7,64.0,13,187.0,3.2,Lisboa,189.0,207.0,30.61,11.3,3.4,1
2467,50.0,28.0,56.0,99.4,103.0,9,386.0,3.1,Lisboa,400.0,275.0,57.78,177.3,5.9,1
2468,72.0,24.0,43.0,98.9,55.0,12,231.0,3.1,Lisboa,240.0,214.0,21.62,60.1,5.6,1
2469,52.0,24.0,22.0,94.4,94.0,10,300.0,3.2,Lisboa,297.0,178.0,47.41,119.9,4.6,0
2470,72.0,21.0,38.0,97.4,45.0,9,270.0,3.0,Lisboa,278.0,271.0,55.81,24.3,4.6,0
2471,54.0,17.0,35.0,99.5,90.0,10,229.0,3.3,Lisboa,234.0,231.0,62.12,94.9,3.8,0
2472,64.0,45.0,21.0,100.4,77.0,10,273.0,3.3,Porto,258.0,239.0,78.0,20.6,4.9,0
2473,46.0,28.0,39.0,99.3,87.0,12,233.0,3.1,Lisboa,224.0,223.0,19.39,47.4,5.1,1
2474,54.0,31.0,31.0,102.6,22.0,11,71.0,3.4,Porto,68.0,231.0,62.49,22.1,7.0,1
